# lang_prior: word<TAB>weight, weight = 16 * clip(log p_cy - log p_en, +-4) * c/(c+2); >0 Welsh, <0 English.
# GENERATED by scripts/gen_lang_prior.py from corpws-brawddegau-tagiedig (CC0, 3596 sentences)
# and MASC 3.0.0 (CC BY 3.0 US, 32450 sentences). DO NOT EDIT BY HAND. Sorted by byte order.
archibald	7
archif	18
archilochos	7
archimedes	7
archipelagos	7
architect	-25
architectonic	7
architects	-30
architectural	-23
architecture	-37
architectures	7
archive	18
archives	2
archway	6
archwiliad	18
archwilio	43
archwiliodd	18
arcs	7
arctic	2
ardal	51
ardd	53
arddangosfeydd	18
arddangosyn	18
arddel	18
arddull	18
ardor	7
arduous	6
are	-64
area	-53
areas	-35
areif	7
areithiau	18
aren	2
arena	6
arenas	4
arenn	6
arent	6
arestio	18
aretha	7
arf	18
arfer	60
arferai	18
arferion	18
arferol	18
arfon	18
arfordir	18
arfordirol	18
argh	6
arglwydd	18
arglwyddi	18
arglwyddiaethu	18
argot	7
argraff	32
argraffiad	18
argraffiadau	18
arguable	7
arguably	4
argue	-18
argued	-18
argues	2
arguing	-12
argument	-43
argumentative	6
arguments	-20
argyfwng	18
argyhoeddi	18
argyhoeddir	18
argymhellion	32
arholi	32
arholiadau	18
arhosant	18
arhosodd	18
arian	59
ariannog	18
ariannol	32
ariannu	32
ariannu'r	18
ariel	7
aries	7
arise	-14
arisen	4
aristocrats	7
aristotle	7
arizona	-14
arizonians	7
ark	2
arlein/	32
arletta	7
arlington	6
arllwysodd	18
arllwyswch	18
arloeswr	18
arlywydd	54
arlywyddiaeth	32
arlywyddion	18
arm	-32
armageddon	7
armani	7
armchair	6
armed	-12
armenian	6
armies	2
armin	6
armistice	6
armitage	2
armor	6
armored	4
armory	7
armour	7
armoury	7
